Demand Cluster,Difficulty Cluster,Growth Cluster,ID,Lct Id,Lightcast Skill,Resilience Cluster,Skill Category,Skill Major Category,Skill MajorCategory Code,Skill MajorCategory Code (group),Skill Subcategory Name,Skill Super Category,Value Cluster,Xskill Category Name,Complexity,Complexity Norm,Demand,Demand Norm,Difficulty,Difficulty Norm,Education,Education Norm,Experience,Experience Norm,Growth,Growth Norm,Resilience,Resilience Norm,Stability,Stability Norm,Ubiquity,Ubiquity Norm,Value,Value Norm,SSG_Skill,SSG_ID
High Demand,High Difficulty,Low Growth,1776,KS4427C77PRBT3948VNB,extensible markup language (xml),High Resilience,Software Development and Programming,Information Technology,15,15,Extensible Languages and XML,IT,High Value,Information Technology,3.336132753,0.627061083,7174.75,0.011384573,0.576979865,0.576979865,1.904366,0.607019435,5.239973,0.496859077,0.85091547,0.069159044,0.389756034,0.389756034,55,0.679012346,47.25,0.100499722,"$81,600 ",0.381715363,['xml'],[nan]
High Demand,High Difficulty,Low Growth,1537,KS125L06RW3P66RPQ4G5,javaserver pages,High Resilience,Software Development and Programming,Information Technology,15,15,Java,IT,High Value,Information Technology,3.651542268,0.66031406,1732,0.002741936,0.569496615,0.569496615,1.900886,0.605892959,4.805976,0.442282827,0.804632972,0.064578877,0.367056025,0.367056025,56,0.691358025,21.25,0.042754026,"$78,000 ",0.359095193,['jsp (javaserver pages)'],[nan]
High Demand,High Difficulty,Low Growth,1429,KS1239L6X7VKWZNYHNYZ,eclipse (software),High Resilience,Software Development and Programming,Information Technology,15,15,Integrated Development Environments (IDEs),IT,High Value,Information Technology,3.590027267,0.65382866,1498,0.002370363,0.575791755,0.575791755,1.780442,0.566905234,5.317763,0.506641372,0.781866854,0.062325917,0.374829484,0.374829484,56,0.691358025,28.25,0.058300944,"$84,000 ",0.396795476,['eclipse'],[nan]
High Demand,High Difficulty,Low Growth,1680,KS4407R76DP4MNR2XJ3L,security assertion markup language (saml),High Resilience,Software Development and Programming,Information Technology,15,15,Extensible Languages and XML,IT,High Value,Information Technology,4.235747956,0.721905666,1010,0.00159546,0.638378132,0.638378132,1.970084,0.628292353,5.781332,0.564936378,0.850055494,0.06907394,0.37371899,0.37371899,56,0.691358025,27.25,0.056079956,"$96,000 ",0.472196041,['saml'],[nan]
High Demand,High Difficulty,Low Growth,1629,KS1200C5XQWW78VQ5ZYL,php (scripting language),High Resilience,Software Development and Programming,Information Technology,15,15,Scripting Languages,IT,High Value,Information Technology,2.91652566,0.582822769,6166.75,0.009783952,0.499666597,0.499666597,1.901368,0.606048982,3.755065,0.310128039,0.748920037,0.059065464,0.40966267,0.40966267,58,0.716049383,48.5,0.103275958,"$63,000 ",0.264844486,['php'],[nan]
High Demand,High Difficulty,Low Growth,1674,KS124DQ6JX0NX9DBFDM8,r (programming language),High Resilience,Software Development and Programming,Information Technology,15,15,Scripting Languages,IT,High Value,Information Technology,1.371896331,0.419975672,17834.75,0.02831177,0.497279714,0.497279714,2.194432,0.700913805,4.238726,0.370949666,0.942173282,0.078190017,0.469351732,0.469351732,58,0.716049383,102.25,0.222654081,"$78,000 ",0.359095193,['r-programming'],[nan]
High Demand,High Difficulty,Low Growth,1700,KS440FS71DJY51ZPZR0Q,selenium (software),High Resilience,Software Development and Programming,Information Technology,15,15,Test Automation,IT,High Value,Information Technology,2.968100066,0.588260153,5181.25,0.00821906,0.557646481,0.557646481,1.938838,0.618178022,4.998564,0.466501268,0.86269015,0.070324279,0.392727634,0.392727634,58,0.716049383,33.25,0.069405886,"$84,000 ",0.396795476,['selenium'],[nan]
High Demand,High Difficulty,Low Growth,1549,ES6A09B45E57784DFE82,npm (node package manager),High Resilience,Software Development and Programming,Information Technology,15,15,Software Development Tools,IT,High Value,Information Technology,3.86589646,0.682912982,1253.25,0.001981721,0.592390033,0.592390033,1.913846,0.610088111,5.13906,0.484169005,0.854798569,0.06954332,0.37829121,0.37829121,58,0.716049383,20.25,0.040533037,"$90,000 ",0.434495759,"['npm', 'lerna']","[nan, nan]"
High Demand,High Difficulty,Low Growth,1610,KS1275Z6908VHW76FRXH,object-oriented programming (oop),High Resilience,Software Development and Programming,Information Technology,15,15,Software Development,IT,High Value,Information Technology,3.209803613,0.613742461,7619.25,0.012090402,0.540101395,0.540101395,1.956369,0.623852807,4.332237,0.382708917,0.837604221,0.067841748,0.396124238,0.396124238,59,0.728395062,30.75,0.063853415,"$75,000 ",0.340245052,['object-oriented programming'],[nan]
High Demand,High Difficulty,Low Growth,1522,KS120076FGP5WGWYMP0F,java (programming language),High Resilience,Software Development and Programming,Information Technology,15,15,Java,IT,High Value,Information Technology,2.936761966,0.584956241,51689.5,0.082070311,0.557090696,0.557090696,1.971895,0.628878574,4.926486,0.457437273,0.786130233,0.062747826,0.427773322,0.427773322,59,0.728395062,59.25,0.127151582,"$84,000 ",0.396795476,"['java', 'jil (java intermediate language)']","[nan, nan]"
High Demand,High Difficulty,Low Growth,1300,KS120H6772VQ0MQ5RLVD,angular (web framework),High Resilience,Software Development and Programming,Information Technology,15,15,Web Design and Development,IT,High Value,Information Technology,3.115291113,0.603778202,13487,0.021407903,0.549920878,0.549920878,1.935913,0.6172312,4.698387,0.428753231,0.79240105,0.063368393,0.391404638,0.391404638,59,0.728395062,26.5,0.054414214,"$84,000 ",0.396795476,['angularjs'],[nan]
High Demand,High Difficulty,Low Growth,1515,KS127296VDYS7ZFWVC46,node.js (javascript library),High Resilience,Software Development and Programming,Information Technology,15,15,JavaScript and jQuery,IT,High Value,Information Technology,2.903576936,0.581457612,11385,0.018070101,0.536398077,0.536398077,1.946563,0.620678605,4.525864,0.407058015,0.770721367,0.061222947,0.408062051,0.408062051,59,0.728395062,41.5,0.087729039,"$84,600 ",0.400565504,"['node.js', 'inversify']","[nan, nan]"
High Demand,High Difficulty,Low Growth,1481,ESA5839C44D0970CF79F,go (programming language),High Resilience,Software Development and Programming,Information Technology,15,15,Other Programming Languages,IT,High Value,Information Technology,3.683195287,0.663651173,8583.25,0.013621154,0.573072644,0.573072644,1.991004,0.635064157,4.632777,0.420502603,0.909365986,0.074943371,0.405563439,0.405563439,59,0.728395062,39.25,0.082731816,"$108,000 ",0.547596607,['google go programming language'],[nan]
High Demand,High Difficulty,Low Growth,1627,KS123GK6Z30G7QTFCY4N,perl (programming language),High Resilience,Software Development and Programming,Information Technology,15,15,Scripting Languages,IT,High Value,Information Technology,2.886899987,0.579699395,5919.75,0.009391736,0.555815869,0.555815869,1.991211,0.635131163,4.888155,0.45261705,0.758926854,0.06005575,0.439776256,0.439776256,60,0.740740741,64.5,0.138811771,"$84,000 ",0.396795476,['perl'],[nan]
High Demand,High Difficulty,Low Growth,1763,ES3937EEC3D5D7345412,full stack development,High Resilience,Software Development and Programming,Information Technology,15,15,Software Development,IT,High Value,Information Technology,2.523385072,0.541374764,14531.25,0.023066086,0.538753719,0.538753719,1.938665,0.618122022,4.921135,0.456764371,0.786030922,0.062737998,0.411458655,0.411458655,60,0.740740741,39,0.082176569,"$84,600 ",0.400565504,['wavemaker rad platform'],[nan]
High Demand,High Difficulty,Low Growth,1308,KSSJWZXL7CV40W8V1XSG,api gateway,High Resilience,Software Development and Programming,Information Technology,15,15,Application Programming Interface (API),IT,High Value,Information Technology,4.374363842,0.736519654,1462,0.002313198,0.624451205,0.624451205,1.96038,0.625151168,5.357853,0.511682794,0.883611082,0.072394638,0.394523619,0.394523619,60,0.740740741,23.75,0.048306496,"$93,000 ",0.4533459,['api gateway'],[nan]
High Demand,High Difficulty,Low Growth,1492,KS124PR62MV42B5C9S9F,hibernate (java),High Resilience,Software Development and Programming,Information Technology,15,15,Java,IT,High Value,Information Technology,4.044308902,0.70172264,4189.25,0.006643846,0.6053586,0.6053586,1.967673,0.627511912,5.16031,0.486841248,0.768915391,0.061044226,0.39375587,0.39375587,61,0.75308642,17.5,0.034425319,"$84,000 ",0.396795476,['hibernate'],[nan]
High Demand,High Difficulty,Low Growth,1666,KSDJCA4E89LB98JAZ7LZ,react.js (javascript library),High Resilience,Software Development and Programming,Information Technology,15,15,JavaScript and jQuery,IT,High Value,Information Technology,2.898554753,0.580928133,17471.75,0.027735356,0.541049386,0.541049386,1.936925,0.617558784,4.665847,0.424661241,0.857716937,0.069832125,0.415753251,0.415753251,62,0.765432099,31.75,0.066074403,"$84,000 ",0.396795476,"['react.js', 'react router']","[nan, nan]"
High Demand,High Difficulty,Low Growth,1349,KS120X767ZQ3210N2306,bash (scripting language),High Resilience,Software Development and Programming,Information Technology,15,15,Scripting Languages,IT,High Value,Information Technology,3.106894023,0.602892914,5356.25,0.008496945,0.548325855,0.548325855,1.910178,0.608900779,4.73362,0.433183872,0.949612248,0.078926186,0.453917919,0.453917919,64,0.790123457,55,0.117712382,"$87,000 ",0.415645617,['bash script'],[nan]
High Demand,High Difficulty,Low Growth,1427,KSY4WFI1S164RQUBSPCC,docker (software),High Resilience,Software Development and Programming,Information Technology,15,15,Software Development Tools,IT,High Value,Information Technology,3.20151051,0.612868136,14846,0.023565882,0.56857533,0.56857533,1.96414,0.62636828,4.998471,0.466489573,0.897144666,0.073733936,0.448643072,0.448643072,64,0.790123457,50.25,0.107162687,"$90,000 ",0.434495759,['docker'],[nan]
High Demand,High Difficulty,Low Growth,1656,KS125LS6N7WP4S6SFTCK,python (programming language),High Resilience,Software Development and Programming,Information Technology,15,15,Scripting Languages,IT,High Value,Information Technology,1.817486139,0.46695329,68042.25,0.108037124,0.504200263,0.504200263,2.059016,0.657079643,4.378828,0.388567856,0.891321944,0.073157713,0.544275814,0.544275814,66,0.814814815,125.25,0.273736813,"$84,000 ",0.396795476,['python'],[nan]
High Demand,High Difficulty,Low Growth,1747,KS441ML6ZTK71MVYGP67,unified modeling language,High Resilience,Software Development and Programming,Information Technology,15,15,Other Programming Languages,IT,High Value,Information Technology,4.025479551,0.6997375,2203,0.003489845,0.61871547,0.61871547,1.954056,0.623104089,5.529794,0.533304821,0.861749136,0.070231155,0.445849699,0.445849699,68,0.839506173,25.5,0.052193226,"$84,000 ",0.396795476,['uml'],[nan]
High Demand,High Difficulty,Low Growth,1364,KS1219N6Z3XQ19V0HSKR,c# (programming language),High Resilience,Software Development and Programming,Information Technology,15,15,Other Programming Languages,IT,High Value,Information Technology,2.57998415,0.547341889,20720.25,0.032893705,0.504825556,0.504825556,1.939266,0.618316566,4.062734,0.348818215,0.876261536,0.071667319,0.496229804,0.496229804,70,0.864197531,59.75,0.128262077,"$69,000 ",0.302544769,['c#'],[nan]
High Demand,High Difficulty,Low Growth,1704,KS440JQ6CH2PLBZVTYLV,shell script,High Resilience,Software Development and Programming,Information Technology,15,15,Scripting,IT,High Value,Information Technology,2.775772574,0.56798346,6170.75,0.009790304,0.554022996,0.554022996,1.963298,0.626095725,5.010401,0.467989802,0.907796891,0.074788092,0.501014526,0.501014526,71,0.87654321,58.5,0.125485841,"$90,000 ",0.434495759,['shell scripts'],[nan]
High Demand,High Difficulty,Low Growth,1357,ES6F81A3CA162824F9CD,blueprism (rpa software),High Resilience,System and IT Infrastructure,Information Technology,15,15,IT Automation,IT,High Value,Information Technology,3.343112224,0.627796914,567,0.000892012,0.559741865,0.559741865,1.944433,0.619989124,4.719749,0.431439558,0.78857991,0.062990249,0.331341984,0.331341984,49,0.604938272,28,0.057745697,"$81,000 ",0.377945335,['blueprism'],[nan]
High Demand,High Difficulty,Low Growth,1470,KS2NA4WWH9Z98XXI5K2Y,prometheus (software),High Resilience,System and IT Infrastructure,Information Technology,15,15,Systems Administration,IT,High Value,Information Technology,4.38660595,0.737810314,2066.5,0.003273094,0.606090697,0.606090697,1.959078,0.62472971,4.912926,0.455732067,0.925238599,0.076514142,0.356376087,0.356376087,54,0.666666667,22.75,0.046085508,"$96,000 ",0.472196041,"['prometheus', 'geneos']","[nan, nan]"
High Demand,High Difficulty,Low Growth,1593,KS126V676RLMBW4HV58M,nagios,High Resilience,System and IT Infrastructure,Information Technology,15,15,Systems Administration,IT,High Value,Information Technology,4.280937163,0.726669871,727.5,0.001146873,0.604059589,0.604059589,1.883794,0.600360278,5.14685,0.485148618,0.713536675,0.055563888,0.366990904,0.366990904,55,0.679012346,26.75,0.054969461,"$84,000 ",0.396795476,['nagios core'],[nan]
High Demand,High Difficulty,Low Growth,1347,ES7C0F86EFAD9BAC3F30,atlassian bamboo,High Resilience,System and IT Infrastructure,Information Technology,15,15,IT Automation,IT,High Value,Information Technology,3.916103865,0.688206246,1654.75,0.002619269,0.59371339,0.59371339,1.889998,0.602368513,5.189925,0.490565411,0.938300296,0.077806742,0.365880409,0.365880409,55,0.679012346,25.75,0.052748473,"$90,000 ",0.434495759,['bamboo (ci server)'],[nan]
High Demand,High Difficulty,Low Growth,1422,ES377B09FC94503C5689,devsecops,High Resilience,System and IT Infrastructure,Information Technology,15,15,System Design and Implementation,IT,High Value,Information Technology,2.827099145,0.573394715,3664.5,0.005810586,0.582320067,0.582320067,1.934572,0.616797118,5.716379,0.556768369,0.990087922,0.082931703,0.398982733,0.398982733,56,0.691358025,50,0.10660744,"$87,000 ",0.415645617,['devsecops'],[nan]
High Demand,High Difficulty,Low Growth,1401,ES3394E4839769062BF9,atlassian confluence,High Resilience,System and IT Infrastructure,Information Technology,15,15,Collaborative Software,IT,High Value,Information Technology,2.684037857,0.558312057,7767.25,0.012325413,0.579715205,0.579715205,1.915977,0.610777916,5.822041,0.57005564,0.946531769,0.078621338,0.414594772,0.414594772,57,0.703703704,58.5,0.125485841,"$90,000 ",0.434495759,['confluence'],[nan]
High Demand,High Difficulty,Low Growth,1655,ES812939CB590F78C693,puppet (configuration management tool),High Resilience,System and IT Infrastructure,Information Technology,15,15,Configuration Management,IT,High Value,Information Technology,3.541033899,0.64866339,2733.25,0.004331838,0.593546622,0.593546622,1.911585,0.609356225,5.444829,0.522620252,0.809056098,0.065016595,0.394670999,0.394670999,58,0.716049383,35,0.073292615,"$90,000 ",0.434495759,['puppet'],[nan]
High Demand,High Difficulty,Low Growth,1036,KS1263Z67N5R9KSP7CQT,network management,High Resilience,System and IT Infrastructure,Information Technology,15,15,Systems Administration,IT,High Value,Information Technology,3.67045056,0.662307523,686,0.001080975,0.53919541,0.53919541,1.705832,0.542753975,4.569336,0.412524732,0.945268656,0.078496339,0.386685038,0.386685038,59,0.728395062,22.25,0.044975014,"$72,000 ",0.32139491,['network systems maintenance'],['1ad2a8c84af0b3b3afcd383c53503ec398269e8b8c3df7b158a5364ef60e3e35']
High Demand,High Difficulty,Low Growth,1590,KS124YF6LS26J5X3ZD8T,ibm websphere mq,High Resilience,System and IT Infrastructure,Information Technology,15,15,Middleware,IT,High Value,Information Technology,2.219088636,0.509293416,6320.75,0.010028491,0.549089872,0.549089872,1.83623,0.58496381,5.686511,0.553012391,0.881384687,0.072174311,0.420277486,0.420277486,59,0.728395062,52.5,0.112159911,"$90,000 ",0.434495759,['mqseries'],[nan]
High Demand,High Difficulty,Low Growth,1783,KS128BL6BPTLYCNXSGRS,rabbitmq,High Resilience,System and IT Infrastructure,Information Technology,15,15,Middleware,IT,High Value,Information Technology,4.443211815,0.743778154,1500,0.002373539,0.630376316,0.630376316,1.9708,0.628524122,5.414662,0.518826673,0.845783798,0.068651208,0.388350779,0.388350779,59,0.728395062,23.75,0.048306496,"$96,000 ",0.472196041,['zeromq'],[nan]
High Demand,High Difficulty,Low Growth,1525,KS125H86V0H8MRM09HT4,java message service (jms),High Resilience,System and IT Infrastructure,Information Technology,15,15,Middleware,IT,High Value,Information Technology,3.30753364,0.624045937,1946,0.00308175,0.606483659,0.606483659,1.914563,0.610320204,5.941555,0.585084836,0.748398569,0.059013859,0.399520842,0.399520842,60,0.740740741,28.25,0.058300944,"$94,800 ",0.464655985,['java message service'],[nan]
High Demand,High Difficulty,Low Growth,1029,KS120LK70665WL8LBX8G,systems engineering,High Resilience,System and IT Infrastructure,Information Technology,15,15,System Design and Implementation,IT,High Value,Information Technology,1.241187396,0.406195297,19340.25,0.030702379,0.463172117,0.463172117,1.905471,0.607377123,4.278441,0.37594393,0.905368462,0.074547772,0.462606508,0.462606508,61,0.75308642,79.5,0.172126596,"$63,000 ",0.264844486,['systems engineering thinking'],['f3613cecc60edebdc30196c9bd2723b2a54a181de34f0f50b512fe543ce1f00e']
High Demand,High Difficulty,Low Growth,1330,KS120TG60696L7Q2KFLR,ca workload automation ae,High Resilience,System and IT Infrastructure,Information Technology,15,15,IT Automation,IT,High Value,Information Technology,4.162082328,0.71413925,745.75,0.001175853,0.646089182,0.646089182,1.95709,0.624086195,6.060497,0.600042102,0.911890605,0.07519321,0.400141211,0.400141211,61,0.75308642,23.25,0.047196002,"$99,000 ",0.491046183,"['autosys', 'workload automation software']","[nan, nan]"
